"","dive_table_id","anem_table_id","obs_time","date","site","gps","time.x","year","month","day","hour","min","sec","lat","lon","elev","time.y"
"303",144,3081,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"304",144,3080,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"305",144,3079,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"306",144,3078,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"307",144,3077,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"308",144,3076,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"309",144,3075,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"310",144,3074,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"311",144,3073,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"312",144,3072,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"313",144,3071,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"314",144,3070,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"315",144,3069,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"316",144,3068,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"317",144,3067,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"318",144,3066,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"319",144,3065,"09:33:30","2015-01-12","Cabatoan",1,2015-01-12 01:33:30,2015,1,12,1,33,30,"10.855788","124.725496",0,2015-01-12 01:33:30
"320",147,3061,"09:21:34","2015-01-12","Cabatoan",5,2015-01-12 01:21:34,2015,1,12,1,21,34,"10.8547818661","124.7276312392",0,2015-01-12 01:21:34
"321",137,3054,"13:19:00","2015-01-11","Poroc San Flower",1,2015-01-11 05:19:00,2015,1,11,5,19,0,"10.764210","124.785320",0,2015-01-11 05:19:00
"322",135,3040,"11:15:00","2015-01-11","Poroc Rose",3,2015-01-11 03:15:00,2015,1,11,3,15,0,"10.7550490368","124.7850514669",0,2015-01-11 03:15:00
"323",135,3038,"11:10:00","2015-01-11","Poroc Rose",3,2015-01-11 03:10:00,2015,1,11,3,10,0,"10.7550537307","124.7850820608",0,2015-01-11 03:10:00
"324",135,3036,"11:08:00","2015-01-11","Poroc Rose",3,2015-01-11 03:08:00,2015,1,11,3,8,0,"10.7551301736","124.7850483656",0,2015-01-11 03:08:00
"325",135,3035,"10:58:00","2015-01-11","Poroc Rose",3,2015-01-11 02:58:00,2015,1,11,2,58,0,"10.7551341131","124.7852809634",0,2015-01-11 02:58:00
"326",135,3033,"10:51:00","2015-01-11","Poroc Rose",3,2015-01-11 02:51:00,2015,1,11,2,51,0,"10.7555314153","124.7852987330",0,2015-01-11 02:51:00
"327",135,3030,"10:43:00","2015-01-11","Poroc Rose",3,2015-01-11 02:43:00,2015,1,11,2,43,0,"10.7558091078","124.7855422273",0,2015-01-11 02:43:00
"328",131,2962,"14:50:41","2015-01-10","Sitio Baybayon",2,2015-01-10 06:50:41,2015,1,10,6,50,41,"10.6348405592","124.7764467727",0,2015-01-10 06:50:41
"329",132,2950,"14:35:05","2015-01-10","Sitio Baybayon",4,2015-01-10 06:35:05,2015,1,10,6,35,5,"10.6348760985","124.7764477786",0,2015-01-10 06:35:05
"330",129,2859,"09:23:09","2015-01-10","Sitio Baybayon",2,2015-01-10 01:23:09,2015,1,10,1,23,9,"10.6341055501","124.7767584119",0,2015-01-10 01:23:09
"331",127,2842,"14:20:21","2015-01-09","Sitio Baybayon",4,2015-01-09 06:20:21,2015,1,9,6,20,21,"10.6337737944","124.7769726533",0,2015-01-09 06:20:21
"332",127,2791,"12:49:51","2015-01-09","Sitio Baybayon",4,2015-01-09 04:49:51,2015,1,9,4,49,51,"10.6335132848","124.7768523730",0,2015-01-09 04:49:51
"333",122,2704,"14:29:14","2015-01-08","Sitio Baybayon",4,2015-01-08 06:29:14,2015,1,8,6,29,14,"10.6331862230","124.7770894133",0,2015-01-08 06:29:14
"334",122,2699,"14:21:59","2015-01-08","Sitio Baybayon",4,2015-01-08 06:21:59,2015,1,8,6,21,59,"10.6331656035","124.7770775110",0,2015-01-08 06:21:59
"335",266,6605,"11:46:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:46:00,2015,6,7,3,46,0,"10.7985261362","124.7686419636",0,2015-06-07 03:46:00
"336",266,6604,"11:41:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:41:00,2015,6,7,3,41,0,"10.7984952908","124.7686552070",0,2015-06-07 03:41:00
"337",266,6603,"11:35:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:35:00,2015,6,7,3,35,0,"10.7987459097","124.7686013114",0,2015-06-07 03:35:00
"338",266,6602,"11:31:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:31:00,2015,6,7,3,31,0,"10.7988779247","124.7686436400",0,2015-06-07 03:31:00
"339",266,6601,"11:25:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:25:00,2015,6,7,3,25,0,"10.7990406174","124.7684948612",0,2015-06-07 03:25:00
"340",266,6600,"11:18:00","2015-06-07","Hilapnitan - Elementary School",3,2015-06-07 03:18:00,2015,6,7,3,18,0,"10.7994845230","124.7683101241",0,2015-06-07 03:18:00
"341",262,6573,"15:31:00","2015-06-04","Magbangon",3,2015-06-04 07:31:00,2015,6,4,7,31,0,"10.8609497733","124.7219468001",0,2015-06-04 07:31:00
"342",262,6572,"15:28:00","2015-06-04","Magbangon",3,2015-06-04 07:28:00,2015,6,4,7,28,0,"10.8609988075","124.7219383344",0,2015-06-04 07:28:00
"343",262,6569,"15:22:00","2015-06-04","Magbangon",3,2015-06-04 07:22:00,2015,6,4,7,22,0,"10.8609909285","124.7218943294",0,2015-06-04 07:22:00
"344",262,6563,"15:02:00","2015-06-04","Magbangon",3,2015-06-04 07:02:00,2015,6,4,7,2,0,"10.8609003201","124.7219148651",0,2015-06-04 07:02:00
"345",262,6562,"14:53:00","2015-06-04","Magbangon",3,2015-06-04 06:53:00,2015,6,4,6,53,0,"10.8608367015","124.7219335567",0,2015-06-04 06:53:00
"346",262,6560,"14:39:00","2015-06-04","Magbangon",3,2015-06-04 06:39:00,2015,6,4,6,39,0,"10.8609513659","124.7218286153",0,2015-06-04 06:39:00
"347",262,6559,"14:36:00","2015-06-04","Magbangon",3,2015-06-04 06:36:00,2015,6,4,6,36,0,"10.8609070256","124.7217913158",0,2015-06-04 06:36:00
"348",262,6558,"14:25:00","2015-06-04","Magbangon",3,2015-06-04 06:25:00,2015,6,4,6,25,0,"10.8609544672","124.7217841912",0,2015-06-04 06:25:00
"349",251,6318,"15:52:00","2015-05-29","Palanas",3,2015-05-29 07:52:00,2015,5,29,7,52,0,"10.8735687286","124.7111681756",0,2015-05-29 07:52:00
"350",251,6317,"15:50:00","2015-05-29","Palanas",3,2015-05-29 07:50:00,2015,5,29,7,50,0,"10.8735538926","124.7111268528",0,2015-05-29 07:50:00
"351",251,6316,"15:38:00","2015-05-29","Palanas",3,2015-05-29 07:38:00,2015,5,29,7,38,0,"10.8735074569","124.7109676804",0,2015-05-29 07:38:00
"352",251,6314,"15:25:00","2015-05-29","Palanas",3,2015-05-29 07:25:00,2015,5,29,7,25,0,"10.8738801163","124.7107407823",0,2015-05-29 07:25:00
"353",251,6313,"15:16:00","2015-05-29","Palanas",3,2015-05-29 07:16:00,2015,5,29,7,16,0,"10.8739177510","124.7107895650",0,2015-05-29 07:16:00
"354",251,6312,"15:06:00","2015-05-29","Palanas",3,2015-05-29 07:06:00,2015,5,29,7,6,0,"10.8740374446","124.7107730526",0,2015-05-29 07:06:00
"355",251,6310,"14:52:00","2015-05-29","Palanas",3,2015-05-29 06:52:00,2015,5,29,6,52,0,"10.8744137920","124.7107395250",0,2015-05-29 06:52:00
"356",251,6309,"14:46:00","2015-05-29","Palanas",3,2015-05-29 06:46:00,2015,5,29,6,46,0,"10.8743392769","124.7108036466",0,2015-05-29 06:46:00
"357",251,6308,"14:45:00","2015-05-29","Palanas",3,2015-05-29 06:45:00,2015,5,29,6,45,0,"10.8743351698","124.7107807640",0,2015-05-29 06:45:00
"358",251,6307,"14:39:00","2015-05-29","Palanas",3,2015-05-29 06:39:00,2015,5,29,6,39,0,"10.8743125387","124.7107103560",0,2015-05-29 06:39:00
"359",251,6306,"14:31:00","2015-05-29","Palanas",3,2015-05-29 06:31:00,2015,5,29,6,31,0,"10.8743884787","124.7107266169",0,2015-05-29 06:31:00
"360",251,6304,"14:21:00","2015-05-29","Palanas",3,2015-05-29 06:21:00,2015,5,29,6,21,0,"10.8741458226","124.7107986175",0,2015-05-29 06:21:00
"361",251,6303,"14:17:00","2015-05-29","Palanas",3,2015-05-29 06:17:00,2015,5,29,6,17,0,"10.8742353413","124.7108289599",0,2015-05-29 06:17:00
"362",251,6302,"14:15:00","2015-05-29","Palanas",3,2015-05-29 06:15:00,2015,5,29,6,15,0,"10.8742479980","124.7108115256",0,2015-05-29 06:15:00
"363",251,6301,"14:08:00","2015-05-29","Palanas",3,2015-05-29 06:08:00,2015,5,29,6,8,0,"10.8743038215","124.7108807601",0,2015-05-29 06:08:00
"364",251,6300,"14:07:00","2015-05-29","Palanas",3,2015-05-29 06:07:00,2015,5,29,6,7,0,"10.8743033186","124.7108866274",0,2015-05-29 06:07:00
"365",251,6299,"14:03:00","2015-05-29","Palanas",3,2015-05-29 06:03:00,2015,5,29,6,3,0,"10.8742896561","124.7108862922",0,2015-05-29 06:03:00
"366",251,6298,"14:03:00","2015-05-29","Palanas",3,2015-05-29 06:03:00,2015,5,29,6,3,0,"10.8742896561","124.7108862922",0,2015-05-29 06:03:00
"367",251,6297,"13:51:00","2015-05-29","Palanas",3,2015-05-29 05:51:00,2015,5,29,5,51,0,"10.8741298970","124.7109868750",0,2015-05-29 05:51:00
"368",250,6296,"12:24:00","2015-05-29","Palanas",3,2015-05-29 04:24:00,2015,5,29,4,24,0,"10.8738674596","124.7109810915",0,2015-05-29 04:24:00
"369",250,6295,"12:19:00","2015-05-29","Palanas",3,2015-05-29 04:19:00,2015,5,29,4,19,0,"10.8738458343","124.7109300457",0,2015-05-29 04:19:00
"370",250,6294,"12:16:00","2015-05-29","Palanas",3,2015-05-29 04:16:00,2015,5,29,4,16,0,"10.8738480136","124.7109212447",0,2015-05-29 04:16:00
"371",250,6293,"12:11:00","2015-05-29","Palanas",3,2015-05-29 04:11:00,2015,5,29,4,11,0,"10.8737751748","124.7109183948",0,2015-05-29 04:11:00
"372",250,6292,"12:10:00","2015-05-29","Palanas",3,2015-05-29 04:10:00,2015,5,29,4,10,0,"10.8737765998","124.7109095100",0,2015-05-29 04:10:00
"373",250,6291,"12:06:00","2015-05-29","Palanas",3,2015-05-29 04:06:00,2015,5,29,4,6,0,"10.8737102989","124.7108183149",0,2015-05-29 04:06:00
"374",250,6290,"12:00:00","2015-05-29","Palanas",3,2015-05-29 04:00:00,2015,5,29,4,0,0,"10.8736954629","124.7107614018",0,2015-05-29 04:00:00
"375",250,6289,"11:58:00","2015-05-29","Palanas",3,2015-05-29 03:58:00,2015,5,29,3,58,0,"10.8737769350","124.7106547840",0,2015-05-29 03:58:00
"376",250,6288,"11:57:00","2015-05-29","Palanas",3,2015-05-29 03:57:00,2015,5,29,3,57,0,"10.8738549706","124.7105768323",0,2015-05-29 03:57:00
"377",250,6287,"11:53:00","2015-05-29","Palanas",3,2015-05-29 03:53:00,2015,5,29,3,53,0,"10.8738242928","124.7104590666",0,2015-05-29 03:53:00
"378",250,6286,"11:49:00","2015-05-29","Palanas",3,2015-05-29 03:49:00,2015,5,29,3,49,0,"10.8738992270","124.7105140518",0,2015-05-29 03:49:00
"379",250,6285,"11:48:00","2015-05-29","Palanas",3,2015-05-29 03:48:00,2015,5,29,3,48,0,"10.8739009872","124.7105135489",0,2015-05-29 03:48:00
"380",250,6284,"11:44:00","2015-05-29","Palanas",3,2015-05-29 03:44:00,2015,5,29,3,44,0,"10.8740273025","124.7106536943",0,2015-05-29 03:44:00
"381",250,6283,"11:34:00","2015-05-29","Palanas",3,2015-05-29 03:34:00,2015,5,29,3,34,0,"10.8741723932","124.7107436322",0,2015-05-29 03:34:00
"382",250,6281,"11:16:00","2015-05-29","Palanas",3,2015-05-29 03:16:00,2015,5,29,3,16,0,"10.8741398714","124.7107427102",0,2015-05-29 03:16:00
"383",250,6280,"11:14:00","2015-05-29","Palanas",3,2015-05-29 03:14:00,2015,5,29,3,14,0,"10.8741062600","124.7107306402",0,2015-05-29 03:14:00
"384",250,6278,"11:12:00","2015-05-29","Palanas",3,2015-05-29 03:12:00,2015,5,29,3,12,0,"10.8740897477","124.7106869705",0,2015-05-29 03:12:00
"385",250,6277,"11:08:00","2015-05-29","Palanas",3,2015-05-29 03:08:00,2015,5,29,3,8,0,"10.8741862234","124.7106947657",0,2015-05-29 03:08:00
"386",250,6276,"11:08:00","2015-05-29","Palanas",3,2015-05-29 03:08:00,2015,5,29,3,8,0,"10.8741862234","124.7106947657",0,2015-05-29 03:08:00
"387",250,6275,"11:07:00","2015-05-29","Palanas",3,2015-05-29 03:07:00,2015,5,29,3,7,0,"10.8742665220","124.7106697038",0,2015-05-29 03:07:00
"388",250,6274,"11:05:00","2015-05-29","Palanas",3,2015-05-29 03:05:00,2015,5,29,3,5,0,"10.8742770832","124.7106563766",0,2015-05-29 03:05:00
"389",250,6273,"10:59:00","2015-05-29","Palanas",3,2015-05-29 02:59:00,2015,5,29,2,59,0,"10.8743057493","124.7106091026",0,2015-05-29 02:59:00
"390",250,6272,"10:55:00","2015-05-29","Palanas",3,2015-05-29 02:55:00,2015,5,29,2,55,0,"10.8743254468","124.7106484137",0,2015-05-29 02:55:00
"391",250,6271,"10:54:00","2015-05-29","Palanas",3,2015-05-29 02:54:00,2015,5,29,2,54,0,"10.8743981179","124.7105469089",0,2015-05-29 02:54:00
"392",250,6270,"10:54:00","2015-05-29","Palanas",3,2015-05-29 02:54:00,2015,5,29,2,54,0,"10.8743981179","124.7105469089",0,2015-05-29 02:54:00
"393",250,6269,"10:53:00","2015-05-29","Palanas",3,2015-05-29 02:53:00,2015,5,29,2,53,0,"10.8744106069","124.7105947696",0,2015-05-29 02:53:00
"394",250,6268,"10:51:00","2015-05-29","Palanas",3,2015-05-29 02:51:00,2015,5,29,2,51,0,"10.8744004648","124.7105784249",0,2015-05-29 02:51:00
"395",250,6267,"10:45:00","2015-05-29","Palanas",3,2015-05-29 02:45:00,2015,5,29,2,45,0,"10.8744003810","124.7105672769",0,2015-05-29 02:45:00
"396",250,6266,"10:44:00","2015-05-29","Palanas",3,2015-05-29 02:44:00,2015,5,29,2,44,0,"10.8743991237","124.7105803527",0,2015-05-29 02:44:00
"397",250,6265,"10:40:00","2015-05-29","Palanas",3,2015-05-29 02:40:00,2015,5,29,2,40,0,"10.8744838648","124.7105750721",0,2015-05-29 02:40:00
"398",250,6264,"10:40:00","2015-05-29","Palanas",3,2015-05-29 02:40:00,2015,5,29,2,40,0,"10.8744838648","124.7105750721",0,2015-05-29 02:40:00
"399",250,6263,"10:40:00","2015-05-29","Palanas",3,2015-05-29 02:40:00,2015,5,29,2,40,0,"10.8744838648","124.7105750721",0,2015-05-29 02:40:00
"400",250,6262,"10:38:00","2015-05-29","Palanas",3,2015-05-29 02:38:00,2015,5,29,2,38,0,"10.8745009638","124.7105976194",0,2015-05-29 02:38:00
"401",250,6260,"10:29:00","2015-05-29","Palanas",3,2015-05-29 02:29:00,2015,5,29,2,29,0,"10.8745266963","124.7105936799",0,2015-05-29 02:29:00
"402",327,7742,"15:21:00","2016-06-03","Wangag",3,2016-06-03 07:21:00,2016,6,3,7,21,0,"10.8697402943","124.7159022745",0,2016-06-03 07:21:00
"403",327,7741,"15:20:00","2016-06-03","Wangag",3,2016-06-03 07:20:00,2016,6,3,7,20,0,"10.8697687089","124.7159173619",0,2016-06-03 07:20:00
"404",327,7740,"15:13:00","2016-06-03","Wangag",3,2016-06-03 07:13:00,2016,6,3,7,13,0,"10.8697775938","124.7158005182",0,2016-06-03 07:13:00
"405",327,7739,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"406",327,7738,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"407",327,7737,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"408",327,7736,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"409",327,7735,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"410",327,7734,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"411",327,7733,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"412",327,7732,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"413",327,7731,"15:00:00","2016-06-03","Wangag",3,2016-06-03 07:00:00,2016,6,3,7,0,0,"10.8697696310","124.7157614585",0,2016-06-03 07:00:00
"414",327,7730,"14:41:00","2016-06-03","Wangag",3,2016-06-03 06:41:00,2016,6,3,6,41,0,"10.8702323958","124.7151386831",0,2016-06-03 06:41:00
"415",327,7729,"14:40:00","2016-06-03","Wangag",3,2016-06-03 06:40:00,2016,6,3,6,40,0,"10.8702296298","124.7151453886",0,2016-06-03 06:40:00
"416",327,7728,"14:37:00","2016-06-03","Wangag",3,2016-06-03 06:37:00,2016,6,3,6,37,0,"10.8702395204","124.7150984500",0,2016-06-03 06:37:00
"417",327,7727,"14:37:00","2016-06-03","Wangag",3,2016-06-03 06:37:00,2016,6,3,6,37,0,"10.8702395204","124.7150984500",0,2016-06-03 06:37:00
"418",327,7726,"14:26:00","2016-06-03","Wangag",3,2016-06-03 06:26:00,2016,6,3,6,26,0,"10.8703269437","124.7149603162",0,2016-06-03 06:26:00
"419",327,7724,"14:01:00","2016-06-03","Wangag",3,2016-06-03 06:01:00,2016,6,3,6,1,0,"10.8704227488","124.7147841286",0,2016-06-03 06:01:00
"420",327,7723,"13:59:00","2016-06-03","Wangag",3,2016-06-03 05:59:00,2016,6,3,5,59,0,"10.8705773950","124.7146656923",0,2016-06-03 05:59:00
"421",327,7720,"13:41:00","2016-06-03","Wangag",3,2016-06-03 05:41:00,2016,6,3,5,41,0,"10.8706894610","124.7145909257",0,2016-06-03 05:41:00
"422",327,7719,"13:40:00","2016-06-03","Wangag",3,2016-06-03 05:40:00,2016,6,3,5,40,0,"10.8707415126","124.7145765088",0,2016-06-03 05:40:00
"423",327,7718,"13:40:00","2016-06-03","Wangag",3,2016-06-03 05:40:00,2016,6,3,5,40,0,"10.8707415126","124.7145765088",0,2016-06-03 05:40:00
"424",327,7717,"13:29:00","2016-06-03","Wangag",3,2016-06-03 05:29:00,2016,6,3,5,29,0,"10.8708047122","124.7144796140",0,2016-06-03 05:29:00
"425",327,7716,"13:22:00","2016-06-03","Wangag",3,2016-06-03 05:22:00,2016,6,3,5,22,0,"10.8708516508","124.7144617606",0,2016-06-03 05:22:00
"426",327,7715,"13:05:00","2016-06-03","Wangag",3,2016-06-03 05:05:00,2016,6,3,5,5,0,"10.8709303569","124.7144572344",0,2016-06-03 05:05:00
"427",327,7714,"13:00:00","2016-06-03","Wangag",3,2016-06-03 05:00:00,2016,6,3,5,0,0,"10.8709645551","124.7144233715",0,2016-06-03 05:00:00
"428",327,7713,"12:58:00","2016-06-03","Wangag",3,2016-06-03 04:58:00,2016,6,3,4,58,0,"10.8710692450","124.7144678794",0,2016-06-03 04:58:00
"429",327,7712,"12:57:00","2016-06-03","Wangag",3,2016-06-03 04:57:00,2016,6,3,4,57,0,"10.8711354621","124.7143962979",0,2016-06-03 04:57:00
"430",327,7711,"12:56:00","2016-06-03","Wangag",3,2016-06-03 04:56:00,2016,6,3,4,56,0,"10.8712881804","124.7144523729",0,2016-06-03 04:56:00
"431",327,7710,"12:56:00","2016-06-03","Wangag",3,2016-06-03 04:56:00,2016,6,3,4,56,0,"10.8712881804","124.7144523729",0,2016-06-03 04:56:00
"432",327,7709,"12:54:00","2016-06-03","Wangag",3,2016-06-03 04:54:00,2016,6,3,4,54,0,"10.8713718317","124.7144885827",0,2016-06-03 04:54:00
"433",327,7708,"12:53:00","2016-06-03","Wangag",3,2016-06-03 04:53:00,2016,6,3,4,53,0,"10.8713787049","124.7144538816",0,2016-06-03 04:53:00
"434",327,7707,"12:40:00","2016-06-03","Wangag",3,2016-06-03 04:40:00,2016,6,3,4,40,0,"10.8714174293","124.7143828031",0,2016-06-03 04:40:00
"435",327,7706,"12:39:00","2016-06-03","Wangag",3,2016-06-03 04:39:00,2016,6,3,4,39,0,"10.8714081254","124.7143722419",0,2016-06-03 04:39:00
"436",326,7705,"11:12:00","2016-06-03","Magbangon",3,2016-06-03 03:12:00,2016,6,3,3,12,0,"10.8583827317","124.7243583575",0,2016-06-03 03:12:00
"437",326,7704,"11:04:00","2016-06-03","Magbangon",3,2016-06-03 03:04:00,2016,6,3,3,4,0,"10.8583399840","124.7242539190",0,2016-06-03 03:04:00
"438",326,7703,"11:03:00","2016-06-03","Magbangon",3,2016-06-03 03:03:00,2016,6,3,3,3,0,"10.8582928777","124.7243462875",0,2016-06-03 03:03:00
"439",326,7702,"11:03:00","2016-06-03","Magbangon",3,2016-06-03 03:03:00,2016,6,3,3,3,0,"10.8582928777","124.7243462875",0,2016-06-03 03:03:00
"440",326,7701,"11:02:00","2016-06-03","Magbangon",3,2016-06-03 03:02:00,2016,6,3,3,2,0,"10.8582538180","124.7243839223",0,2016-06-03 03:02:00
"441",326,7700,"11:02:00","2016-06-03","Magbangon",3,2016-06-03 03:02:00,2016,6,3,3,2,0,"10.8582538180","124.7243839223",0,2016-06-03 03:02:00
"442",326,7699,"11:02:00","2016-06-03","Magbangon",3,2016-06-03 03:02:00,2016,6,3,3,2,0,"10.8582538180","124.7243839223",0,2016-06-03 03:02:00
"443",326,7698,"11:00:00","2016-06-03","Magbangon",3,2016-06-03 03:00:00,2016,6,3,3,0,0,"10.8582171053","124.7242990974",0,2016-06-03 03:00:00
"444",326,7697,"10:56:00","2016-06-03","Magbangon",3,2016-06-03 02:56:00,2016,6,3,2,56,0,"10.8580606151","124.7243078984",0,2016-06-03 02:56:00
"445",326,7696,"10:47:00","2016-06-03","Magbangon",3,2016-06-03 02:47:00,2016,6,3,2,47,0,"10.8580338769","124.7243056353",0,2016-06-03 02:47:00
"446",326,7695,"10:43:00","2016-06-03","Magbangon",3,2016-06-03 02:43:00,2016,6,3,2,43,0,"10.8580127545","124.7243889514",0,2016-06-03 02:43:00
"447",326,7694,"10:33:00","2016-06-03","Magbangon",3,2016-06-03 02:33:00,2016,6,3,2,33,0,"10.8577647340","124.7244705912",0,2016-06-03 02:33:00
"448",326,7691,"10:09:00","2016-06-03","Magbangon",3,2016-06-03 02:09:00,2016,6,3,2,9,0,"10.8578027878","124.7245871834",0,2016-06-03 02:09:00
"449",326,7690,"10:05:00","2016-06-03","Magbangon",3,2016-06-03 02:05:00,2016,6,3,2,5,0,"10.8577675000","124.7246047016",0,2016-06-03 02:05:00
"450",326,7689,"09:57:00","2016-06-03","Magbangon",3,2016-06-03 01:57:00,2016,6,3,1,57,0,"10.8578229882","124.7245888598",0,2016-06-03 01:57:00
"451",326,7688,"09:57:00","2016-06-03","Magbangon",3,2016-06-03 01:57:00,2016,6,3,1,57,0,"10.8578229882","124.7245888598",0,2016-06-03 01:57:00
"452",326,7687,"09:57:00","2016-06-03","Magbangon",3,2016-06-03 01:57:00,2016,6,3,1,57,0,"10.8578229882","124.7245888598",0,2016-06-03 01:57:00
"453",318,7380,"11:45:00","2016-05-29","Magbangon",3,2016-05-29 03:45:00,2016,5,29,3,45,0,"10.8618803322","124.7211159021",0,2016-05-29 03:45:00
"454",318,7355,"09:59:00","2016-05-29","Magbangon",3,2016-05-29 01:59:00,2016,5,29,1,59,0,"10.8618229162","124.7209861502",0,2016-05-29 01:59:00
"455",317,7352,"14:36:00","2016-05-28","Poroc Rose",3,2016-05-28 06:36:00,2016,5,28,6,36,0,"10.7562898938","124.7857656050",0,2016-05-28 06:36:00
